FIP,STNAME,YEAR,MO,POP
39,Ohio,2010,05,"8,961,671   "
40,Oklahoma,2010,05,"2,838,910   "
41,Oregon,2010,05,"3,027,169   "
42,Pennsylvania,2010,05,"10,060,997   "
44,Rhode Island,2010,05,"840,828   "
45,South Carolina,2010,05,"3,570,746   "
46,South Dakota,2010,05,"616,690   "
47,Tennessee,2010,05,"4,921,679   "
48,Texas,2010,05,"18,568,631   "
49,Utah,2010,05,"1,954,788   "
50,Vermont,2010,05,"506,631   "
51,Virginia,2010,05,"6,155,528   "
53,Washington,2010,05,"5,237,479   "
54,West Virginia,2010,05,"1,481,706   "
55,Wisconsin,2010,05,"4,430,187   "
56,Wyoming,2010,05,"433,308   "
01,Alabama,2010,06,"3,703,036   "
02,Alaska,2010,06,"517,820   "
04,Arizona,2010,06,"4,850,807   "
05,Arkansas,2010,06,"2,235,137   "
06,California,2010,06,"28,600,963   "
037,Los Angeles County,2010,06,"7,659,150   "
08,Colorado,2010,06,"3,857,147   "
09,Connecticut,2010,06,"2,807,380   "
10,Delaware,2010,06,"702,830   "
11,District of Columbia,2010,06,"504,285   "
12,Florida,2010,06,"14,991,288   "
13,Georgia,2010,06,"7,294,565   "
15,Hawaii,2010,06,"1,042,406   "
16,Idaho,2010,06,"1,165,534   "
17,Illinois,2010,06,"9,890,644   "
18,Indiana,2010,06,"4,968,239   "
19,Iowa,2010,06,"2,360,441   "
20,Kansas,2010,06,"2,149,651   "
21,Kentucky,2010,06,"3,348,037   "
22,Louisiana,2010,06,"3,440,967   "
23,Maine,2010,06,"1,074,519   "
24,Maryland,2010,06,"4,499,267   "
25,Massachusetts,2010,06,"5,236,278   "
26,Michigan,2010,06,"7,720,215   "
27,Minnesota,2010,06,"4,113,595   "
28,Mississippi,2010,06,"2,232,339   "
29,Missouri,2010,06,"4,624,336   "
30,Montana,2010,06,"778,239   "
31,Nebraska,2010,06,"1,389,944   "
32,Nevada,2010,06,"2,076,009   "
33,New Hampshire,2010,06,"1,052,767   "
34,New Jersey,2010,06,"6,877,081   "
35,New Mexico,2010,06,"1,567,735   "
36,New York,2010,06,"15,355,614   "
51000,New York city,2010,06,"6,554,873   "
37,North Carolina,2010,06,"7,308,544   "
38,North Dakota,2010,06,"524,016   "
39,Ohio,2010,06,"8,964,944   "
40,Oklahoma,2010,06,"2,841,671   "
41,Oregon,2010,06,"3,029,922   "
42,Pennsylvania,2010,06,"10,065,147   "
44,Rhode Island,2010,06,"841,301   "
45,South Carolina,2010,06,"3,574,506   "
46,South Dakota,2010,06,"617,228   "
47,Tennessee,2010,06,"4,926,596   "
48,Texas,2010,06,"18,596,014   "
49,Utah,2010,06,"1,957,441   "
50,Vermont,2010,06,"506,855   "
51,Virginia,2010,06,"6,162,431   "
53,Washington,2010,06,"5,241,894   "
54,West Virginia,2010,06,"1,482,170   "
55,Wisconsin,2010,06,"4,431,744   "
56,Wyoming,2010,06,"433,678   "
01,Alabama,2010,07,"3,706,281   "
02,Alaska,2010,07,"518,888   "
04,Arizona,2010,07,"4,857,352   "
05,Arkansas,2010,07,"2,237,213   "
06,California,2010,07,"28,633,474   "
037,Los Angeles County,2010,07,"7,664,196   "
08,Colorado,2010,07,"3,861,862   "
09,Connecticut,2010,07,"2,810,064   "
10,Delaware,2010,07,"703,486   "
11,District of Columbia,2010,07,"505,182   "
12,Florida,2010,07,"15,007,913   "
13,Georgia,2010,07,"7,303,133   "
15,Hawaii,2010,07,"1,044,161   "
16,Idaho,2010,07,"1,166,693   "
17,Illinois,2010,07,"9,895,780   "
18,Indiana,2010,07,"4,971,242   "
19,Iowa,2010,07,"2,361,653   "
20,Kansas,2010,07,"2,150,754   "
21,Kentucky,2010,07,"3,351,896   "
22,Louisiana,2010,07,"3,444,445   "
23,Maine,2010,07,"1,074,575   "
24,Maryland,2010,07,"4,503,782   "
25,Massachusetts,2010,07,"5,242,513   "
26,Michigan,2010,07,"7,721,335   "
27,Minnesota,2010,07,"4,116,375   "
28,Mississippi,2010,07,"2,234,145   "
29,Missouri,2010,07,"4,627,189   "
30,Montana,2010,07,"778,651   "
31,Nebraska,2010,07,"1,390,988   "
32,Nevada,2010,07,"2,077,536   "
33,New Hampshire,2010,07,"1,053,253   "
34,New Jersey,2010,07,"6,882,253   "
35,New Mexico,2010,07,"1,569,646   "
36,New York,2010,07,"15,364,641   "
51000,New York city,2010,07,"6,559,609   "
37,North Carolina,2010,07,"7,314,532   "
38,North Dakota,2010,07,"524,448   "
39,Ohio,2010,07,"8,968,810   "
40,Oklahoma,2010,07,"2,844,321   "
41,Oregon,2010,07,"3,032,875   "
42,Pennsylvania,2010,07,"10,070,004   "
44,Rhode Island,2010,07,"841,822   "
45,South Carolina,2010,07,"3,577,710   "
46,South Dakota,2010,07,"617,784   "
47,Tennessee,2010,07,"4,931,856   "
48,Texas,2010,07,"18,623,995   "
49,Utah,2010,07,"1,960,288   "
50,Vermont,2010,07,"507,061   "
51,Virginia,2010,07,"6,169,709   "
53,Washington,2010,07,"5,246,740   "
54,West Virginia,2010,07,"1,482,695   "
55,Wisconsin,2010,07,"4,433,536   "
56,Wyoming,2010,07,"434,012   "
01,Alabama,2010,08,"3,708,484   "
02,Alaska,2010,08,"519,972   "
04,Arizona,2010,08,"4,863,816   "
05,Arkansas,2010,08,"2,238,891   "
06,California,2010,08,"28,668,678   "
037,Los Angeles County,2010,08,"7,671,687   "
08,Colorado,2010,08,"3,867,956   "
09,Connecticut,2010,08,"2,812,165   "
10,Delaware,2010,08,"704,288   "
11,District of Columbia,2010,08,"506,278   "
12,Florida,2010,08,"15,031,592   "
13,Georgia,2010,08,"7,311,003   "
15,Hawaii,2010,08,"1,045,397   "
16,Idaho,2010,08,"1,167,910   "
17,Illinois,2010,08,"9,901,532   "
18,Indiana,2010,08,"4,974,552   "
19,Iowa,2010,08,"2,363,113   "
20,Kansas,2010,08,"2,152,089   "
21,Kentucky,2010,08,"3,353,923   "
22,Louisiana,2010,08,"3,447,906   "
23,Maine,2010,08,"1,075,111   "
24,Maryland,2010,08,"4,508,989   "
25,Massachusetts,2010,08,"5,247,687   "
26,Michigan,2010,08,"7,724,629   "
27,Minnesota,2010,08,"4,119,929   "
28,Mississippi,2010,08,"2,235,390   "
29,Missouri,2010,08,"4,629,524   "
30,Montana,2010,08,"779,288   "
31,Nebraska,2010,08,"1,392,031   "
32,Nevada,2010,08,"2,079,373   "
33,New Hampshire,2010,08,"1,053,814   "
34,New Jersey,2010,08,"6,887,069   "
35,New Mexico,2010,08,"1,570,982   "
36,New York,2010,08,"15,377,805   "
51000,New York city,2010,08,"6,566,397   "
37,North Carolina,2010,08,"7,323,961   "
38,North Dakota,2010,08,"525,312   "
39,Ohio,2010,08,"8,972,343   "
40,Oklahoma,2010,08,"2,846,612   "
41,Oregon,2010,08,"3,035,978   "
42,Pennsylvania,2010,08,"10,075,587   "
44,Rhode Island,2010,08,"842,009   "
45,South Carolina,2010,08,"3,580,909   "
46,South Dakota,2010,08,"618,422   "
47,Tennessee,2010,08,"4,936,062   "
48,Texas,2010,08,"18,657,015   "
49,Utah,2010,08,"1,963,340   "
50,Vermont,2010,08,"507,373   "
51,Virginia,2010,08,"6,177,841   "
53,Washington,2010,08,"5,252,731   "
54,West Virginia,2010,08,"1,483,087   "
55,Wisconsin,2010,08,"4,436,455   "
56,Wyoming,2010,08,"434,315   "
01,Alabama,2010,09,"3,710,587   "
02,Alaska,2010,09,"520,818   "
04,Arizona,2010,09,"4,870,173   "
05,Arkansas,2010,09,"2,240,541   "
06,California,2010,09,"28,703,929   "
037,Los Angeles County,2010,09,"7,679,176   "
08,Colorado,2010,09,"3,873,702   "
09,Connecticut,2010,09,"2,814,191   "
10,Delaware,2010,09,"705,075   "
11,District of Columbia,2010,09,"507,384   "
12,Florida,2010,09,"15,054,885   "
13,Georgia,2010,09,"7,318,507   "
15,Hawaii,2010,09,"1,046,106   "
16,Idaho,2010,09,"1,169,097   "
17,Illinois,2010,09,"9,906,802   "
18,Indiana,2010,09,"4,977,918   "
19,Iowa,2010,09,"2,364,631   "
20,Kansas,2010,09,"2,153,212   "
21,Kentucky,2010,09,"3,355,801   "
22,Louisiana,2010,09,"3,451,122   "
23,Maine,2010,09,"1,075,660   "
24,Maryland,2010,09,"4,514,007   "
25,Massachusetts,2010,09,"5,252,834   "
26,Michigan,2010,09,"7,728,120   "
27,Minnesota,2010,09,"4,123,592   "
28,Mississippi,2010,09,"2,236,470   "
29,Missouri,2010,09,"4,631,800   "
30,Montana,2010,09,"779,945   "
31,Nebraska,2010,09,"1,393,070   "
32,Nevada,2010,09,"2,081,118   "
33,New Hampshire,2010,09,"1,054,356   "
34,New Jersey,2010,09,"6,892,041   "
35,New Mexico,2010,09,"1,572,271   "
36,New York,2010,09,"15,391,308   "
51000,New York city,2010,09,"6,573,218   "
37,North Carolina,2010,09,"7,332,222   "
38,North Dakota,2010,09,"526,086   "
39,Ohio,2010,09,"8,975,995   "
40,Oklahoma,2010,09,"2,848,670   "
41,Oregon,2010,09,"3,039,149   "
42,Pennsylvania,2010,09,"10,081,326   "
44,Rhode Island,2010,09,"842,232   "
45,South Carolina,2010,09,"3,583,861   "
46,South Dakota,2010,09,"619,026   "
47,Tennessee,2010,09,"4,940,091   "
48,Texas,2010,09,"18,689,241   "
49,Utah,2010,09,"1,966,304   "
50,Vermont,2010,09,"507,721   "
51,Virginia,2010,09,"6,184,687   "
53,Washington,2010,09,"5,258,345   "
54,West Virginia,2010,09,"1,483,491   "
55,Wisconsin,2010,09,"4,439,448   "
56,Wyoming,2010,09,"434,572   "
01,Alabama,2010,10,"3,712,870   "
02,Alaska,2010,10,"521,796   "
04,Arizona,2010,10,"4,876,693   "
05,Arkansas,2010,10,"2,242,203   "
06,California,2010,10,"28,740,574   "
037,Los Angeles County,2010,10,"7,686,660   "
08,Colorado,2010,10,"3,879,755   "
09,Connecticut,2010,10,"2,816,311   "
10,Delaware,2010,10,"705,906   "
11,District of Columbia,2010,10,"508,521   "
12,Florida,2010,10,"15,078,909   "
13,Georgia,2010,10,"7,326,758   "
15,Hawaii,2010,10,"1,047,186   "
16,Idaho,2010,10,"1,170,325   "
17,Illinois,2010,10,"9,912,619   "
18,Indiana,2010,10,"4,981,379   "
19,Iowa,2010,10,"2,366,133   "
20,Kansas,2010,10,"2,154,520   "
21,Kentucky,2010,10,"3,357,931   "
22,Louisiana,2010,10,"3,454,576   "
23,Maine,2010,10,"1,076,259   "
24,Maryland,2010,10,"4,519,318   "
25,Massachusetts,2010,10,"5,258,135   "
26,Michigan,2010,10,"7,731,682   "
27,Minnesota,2010,10,"4,127,279   "
28,Mississippi,2010,10,"2,237,645   "
29,Missouri,2010,10,"4,634,279   "
30,Montana,2010,10,"780,562   "
31,Nebraska,2010,10,"1,394,146   "
32,Nevada,2010,10,"2,082,970   "
33,New Hampshire,2010,10,"1,054,945   "
34,New Jersey,2010,10,"6,897,074   "
35,New Mexico,2010,10,"1,573,604   "
36,New York,2010,10,"15,404,980   "
51000,New York city,2010,10,"6,580,022   "
37,North Carolina,2010,10,"7,341,430   "
38,North Dakota,2010,10,"526,921   "
39,Ohio,2010,10,"8,979,745   "
40,Oklahoma,2010,10,"2,851,013   "
41,Oregon,2010,10,"3,042,381   "
42,Pennsylvania,2010,10,"10,087,215   "
44,Rhode Island,2010,10,"842,456   "
45,South Carolina,2010,10,"3,587,334   "
46,South Dakota,2010,10,"619,672   "
47,Tennessee,2010,10,"4,944,303   "
48,Texas,2010,10,"18,722,684   "
49,Utah,2010,10,"1,969,348   "
50,Vermont,2010,10,"508,070   "
51,Virginia,2010,10,"6,192,835   "
53,Washington,2010,10,"5,264,367   "
54,West Virginia,2010,10,"1,483,922   "
55,Wisconsin,2010,10,"4,442,535   "
56,Wyoming,2010,10,"434,896   "
01,Alabama,2010,11,"3,714,589   "
02,Alaska,2010,11,"522,861   "
04,Arizona,2010,11,"4,882,504   "
05,Arkansas,2010,11,"2,243,518   "
06,California,2010,11,"28,774,265   "
037,Los Angeles County,2010,11,"7,693,857   "
08,Colorado,2010,11,"3,885,396   "
09,Connecticut,2010,11,"2,818,001   "
10,Delaware,2010,11,"706,611   "
11,District of Columbia,2010,11,"509,537   "
12,Florida,2010,11,"15,100,399   "
13,Georgia,2010,11,"7,334,098   "
15,Hawaii,2010,11,"1,048,490   "
16,Idaho,2010,11,"1,171,396   "
17,Illinois,2010,11,"9,916,821   "
18,Indiana,2010,11,"4,983,915   "
19,Iowa,2010,11,"2,367,203   "
20,Kansas,2010,11,"2,155,532   "
21,Kentucky,2010,11,"3,359,616   "
22,Louisiana,2010,11,"3,457,545   "
23,Maine,2010,11,"1,076,630   "
24,Maryland,2010,11,"4,523,954   "
25,Massachusetts,2010,11,"5,262,501   "
26,Michigan,2010,11,"7,733,850   "
27,Minnesota,2010,11,"4,130,219   "
28,Mississippi,2010,11,"2,238,541   "
29,Missouri,2010,11,"4,636,027   "
30,Montana,2010,11,"781,097   "
31,Nebraska,2010,11,"1,395,009   "
32,Nevada,2010,11,"2,084,625   "
33,New Hampshire,2010,11,"1,055,344   "
34,New Jersey,2010,11,"6,901,004   "
35,New Mexico,2010,11,"1,574,775   "
36,New York,2010,11,"15,416,174   "
51000,New York city,2010,11,"6,586,558   "
37,North Carolina,2010,11,"7,350,088   "
38,North Dakota,2010,11,"527,687   "
39,Ohio,2010,11,"8,981,878   "
40,Oklahoma,2010,11,"2,852,972   "
41,Oregon,2010,11,"3,045,049   "
42,Pennsylvania,2010,11,"10,091,098   "
44,Rhode Island,2010,11,"842,540   "
45,South Carolina,2010,11,"3,590,395   "
46,South Dakota,2010,11,"620,227   "
47,Tennessee,2010,11,"4,947,747   "
48,Texas,2010,11,"18,754,086   "
49,Utah,2010,11,"1,972,091   "
50,Vermont,2010,11,"508,321   "
51,Virginia,2010,11,"6,200,334   "
53,Washington,2010,11,"5,269,820   "
54,West Virginia,2010,11,"1,484,119   "
55,Wisconsin,2010,11,"4,444,798   "
56,Wyoming,2010,11,"435,122   "
01,Alabama,2010,12,"3,716,132   "
02,Alaska,2010,12,"523,935   "
04,Arizona,2010,12,"4,888,156   "
05,Arkansas,2010,12,"2,244,758   "
06,California,2010,12,"28,806,913   "
037,Los Angeles County,2010,12,"7,701,344   "
08,Colorado,2010,12,"3,890,856   "
09,Connecticut,2010,12,"2,819,603   "
10,Delaware,2010,12,"707,322   "
11,District of Columbia,2010,12,"510,554   "
12,Florida,2010,12,"15,121,328   "
13,Georgia,2010,12,"7,341,271   "
15,Hawaii,2010,12,"1,049,661   "
16,Idaho,2010,12,"1,172,365   "
17,Illinois,2010,12,"9,920,650   "
18,Indiana,2010,12,"4,986,310   "
19,Iowa,2010,12,"2,368,157   "
20,Kansas,2010,12,"2,156,469   "
21,Kentucky,2010,12,"3,361,160   "
22,Louisiana,2010,12,"3,460,386   "
23,Maine,2010,12,"1,076,968   "
24,Maryland,2010,12,"4,528,470   "
25,Massachusetts,2010,12,"5,266,622   "
26,Michigan,2010,12,"7,735,740   "
27,Minnesota,2010,12,"4,132,979   "
28,Mississippi,2010,12,"2,239,367   "
29,Missouri,2010,12,"4,637,555   "
30,Montana,2010,12,"781,601   "
31,Nebraska,2010,12,"1,395,788   "
32,Nevada,2010,12,"2,086,134   "
33,New Hampshire,2010,12,"1,055,742   "
34,New Jersey,2010,12,"6,904,698   "
35,New Mexico,2010,12,"1,575,875   "
36,New York,2010,12,"15,426,858   "
51000,New York city,2010,12,"6,593,369   "
37,North Carolina,2010,12,"7,358,475   "
38,North Dakota,2010,12,"528,413   "
39,Ohio,2010,12,"8,983,616   "
40,Oklahoma,2010,12,"2,854,776   "
41,Oregon,2010,12,"3,047,632   "
42,Pennsylvania,2010,12,"10,094,619   "
44,Rhode Island,2010,12,"842,567   "
45,South Carolina,2010,12,"3,593,302   "
46,South Dakota,2010,12,"620,739   "
47,Tennessee,2010,12,"4,951,029   "
48,Texas,2010,12,"18,784,703   "
49,Utah,2010,12,"1,974,774   "
50,Vermont,2010,12,"508,558   "
51,Virginia,2010,12,"6,207,535   "
53,Washington,2010,12,"5,274,994   "
54,West Virginia,2010,12,"1,484,214   "
55,Wisconsin,2010,12,"4,446,836   "
56,Wyoming,2010,12,"435,336   "
01,Alabama,2011,01,"3,717,719   "
02,Alaska,2011,01,"524,697   "
04,Arizona,2011,01,"4,893,730   "
05,Arkansas,2011,01,"2,246,005   "
06,California,2011,01,"28,839,348   "
037,Los Angeles County,2011,01,"7,709,122   "
08,Colorado,2011,01,"3,896,069   "
09,Connecticut,2011,01,"2,821,199   "
10,Delaware,2011,01,"708,005   "
11,District of Columbia,2011,01,"511,564   "
12,Florida,2011,01,"15,142,108   "
13,Georgia,2011,01,"7,348,301   "
15,Hawaii,2011,01,"1,050,398   "
16,Idaho,2011,01,"1,173,366   "
17,Illinois,2011,01,"9,924,764   "
18,Indiana,2011,01,"4,988,812   "
19,Iowa,2011,01,"2,369,201   "
20,Kansas,2011,01,"2,157,190   "
21,Kentucky,2011,01,"3,362,594   "
22,Louisiana,2011,01,"3,463,150   "
23,Maine,2011,01,"1,077,343   "
24,Maryland,2011,01,"4,532,883   "
25,Massachusetts,2011,01,"5,270,884   "
26,Michigan,2011,01,"7,737,958   "
27,Minnesota,2011,01,"4,135,884   "
28,Mississippi,2011,01,"2,240,153   "
29,Missouri,2011,01,"4,639,186   "
30,Montana,2011,01,"782,057   "
31,Nebraska,2011,01,"1,396,518   "
32,Nevada,2011,01,"2,087,632   "
33,New Hampshire,2011,01,"1,056,125   "
34,New Jersey,2011,01,"6,908,641   "
35,New Mexico,2011,01,"1,576,915   "
36,New York,2011,01,"15,437,950   "
51000,New York city,2011,01,"6,600,463   "
37,North Carolina,2011,01,"7,365,813   "
38,North Dakota,2011,01,"529,048   "
39,Ohio,2011,01,"8,985,619   "
40,Oklahoma,2011,01,"2,856,493   "
41,Oregon,2011,01,"3,050,245   "
42,Pennsylvania,2011,01,"10,098,468   "
44,Rhode Island,2011,01,"842,645   "
45,South Carolina,2011,01,"3,596,152   "
46,South Dakota,2011,01,"621,205   "
47,Tennessee,2011,01,"4,954,235   "
48,Texas,2011,01,"18,814,947   "
49,Utah,2011,01,"1,977,383   "
50,Vermont,2011,01,"508,835   "
51,Virginia,2011,01,"6,213,644   "
53,Washington,2011,01,"5,279,852   "
54,West Virginia,2011,01,"1,484,368   "
55,Wisconsin,2011,01,"4,449,036   "
56,Wyoming,2011,01,"435,507   "
01,Alabama,2011,02,"3,718,877   "
02,Alaska,2011,02,"525,389   "
04,Arizona,2011,02,"4,898,714   "
05,Arkansas,2011,02,"2,246,994   "
06,California,2011,02,"28,867,881   "
037,Los Angeles County,2011,02,"7,716,185   "
08,Colorado,2011,02,"3,900,831   "
09,Connecticut,2011,02,"2,822,422   "
10,Delaware,2011,02,"708,602   "
11,District of Columbia,2011,02,"512,506   "
12,Florida,2011,02,"15,160,691   "
13,Georgia,2011,02,"7,354,407   "
15,Hawaii,2011,02,"1,050,910   "
16,Idaho,2011,02,"1,174,187   "
17,Illinois,2011,02,"9,927,608   "
18,Indiana,2011,02,"4,990,901   "
19,Iowa,2011,02,"2,369,950   "
20,Kansas,2011,02,"2,157,684   "
21,Kentucky,2011,02,"3,363,674   "
22,Louisiana,2011,02,"3,465,525   "
23,Maine,2011,02,"1,077,608   "
24,Maryland,2011,02,"4,536,770   "
25,Massachusetts,2011,02,"5,274,682   "
26,Michigan,2011,02,"7,739,397   "
27,Minnesota,2011,02,"4,138,404   "
28,Mississippi,2011,02,"2,240,677   "
29,Missouri,2011,02,"4,640,268   "
30,Montana,2011,02,"782,451   "
31,Nebraska,2011,02,"1,397,129   "
32,Nevada,2011,02,"2,088,895   "
33,New Hampshire,2011,02,"1,056,412   "
34,New Jersey,2011,02,"6,911,799   "
35,New Mexico,2011,02,"1,577,748   "
36,New York,2011,02,"15,447,433   "
51000,New York city,2011,02,"6,606,820   "
37,North Carolina,2011,02,"7,372,071   "
38,North Dakota,2011,02,"529,698   "
39,Ohio,2011,02,"8,986,795   "
40,Oklahoma,2011,02,"2,857,892   "
41,Oregon,2011,02,"3,052,563   "
42,Pennsylvania,2011,02,"10,101,277   "
44,Rhode Island,2011,02,"842,634   "
45,South Carolina,2011,02,"3,598,265   "
46,South Dakota,2011,02,"621,648   "
47,Tennessee,2011,02,"4,957,049   "
48,Texas,2011,02,"18,842,990   "
49,Utah,2011,02,"1,979,955   "
50,Vermont,2011,02,"509,041   "
51,Virginia,2011,02,"6,219,096   "
53,Washington,2011,02,"5,284,114   "
54,West Virginia,2011,02,"1,484,371   "
55,Wisconsin,2011,02,"4,450,865   "
56,Wyoming,2011,02,"435,723   "
01,Alabama,2011,03,"3,720,157   "
02,Alaska,2011,03,"526,370   "
04,Arizona,2011,03,"4,903,734   "
05,Arkansas,2011,03,"2,248,039   "
06,California,2011,03,"28,896,783   "
037,Los Angeles County,2011,03,"7,723,548   "
08,Colorado,2011,03,"3,906,019   "
09,Connecticut,2011,03,"2,823,732   "
10,Delaware,2011,03,"709,220   "
11,District of Columbia,2011,03,"513,446   "
12,Florida,2011,03,"15,179,633   "
13,Georgia,2011,03,"7,361,098   "
15,Hawaii,2011,03,"1,052,024   "
16,Idaho,2011,03,"1,175,124   "
17,Illinois,2011,03,"9,930,672   "
18,Indiana,2011,03,"4,993,010   "
19,Iowa,2011,03,"2,370,754   "
20,Kansas,2011,03,"2,158,452   "
21,Kentucky,2011,03,"3,365,032   "
22,Louisiana,2011,03,"3,468,079   "
23,Maine,2011,03,"1,077,873   "
24,Maryland,2011,03,"4,540,849   "
25,Massachusetts,2011,03,"5,278,413   "
26,Michigan,2011,03,"7,740,689   "
27,Minnesota,2011,03,"4,140,932   "
28,Mississippi,2011,03,"2,241,287   "
29,Missouri,2011,03,"4,641,574   "
30,Montana,2011,03,"782,906   "
31,Nebraska,2011,03,"1,397,839   "
32,Nevada,2011,03,"2,090,210   "
33,New Hampshire,2011,03,"1,056,738   "
34,New Jersey,2011,03,"6,914,746   "
35,New Mexico,2011,03,"1,578,561   "
36,New York,2011,03,"15,456,459   "
51000,New York city,2011,03,"6,613,505   "
37,North Carolina,2011,03,"7,379,681   "
38,North Dakota,2011,03,"530,408   "
39,Ohio,2011,03,"8,987,956   "
40,Oklahoma,2011,03,"2,859,508   "
41,Oregon,2011,03,"3,054,839   "
42,Pennsylvania,2011,03,"10,104,000   "
44,Rhode Island,2011,03,"842,597   "
45,South Carolina,2011,03,"3,601,000   "
46,South Dakota,2011,03,"622,131   "
47,Tennessee,2011,03,"4,959,979   "
48,Texas,2011,03,"18,871,419   "
49,Utah,2011,03,"1,982,593   "
50,Vermont,2011,03,"509,238   "
51,Virginia,2011,03,"6,226,091   "
53,Washington,2011,03,"5,288,962   "
54,West Virginia,2011,03,"1,484,378   "
55,Wisconsin,2011,03,"4,452,646   "
56,Wyoming,2011,03,"435,930   "
01,Alabama,2011,04,"3,721,571   "
02,Alaska,2011,04,"527,107   "
04,Arizona,2011,04,"4,909,061   "
05,Arkansas,2011,04,"2,249,198   "
06,California,2011,04,"28,926,986   "
037,Los Angeles County,2011,04,"7,731,152   "
08,Colorado,2011,04,"3,911,036   "
09,Connecticut,2011,04,"2,825,186   "
10,Delaware,2011,04,"709,874   "
11,District of Columbia,2011,04,"514,456   "
12,Florida,2011,04,"15,199,107   "
13,Georgia,2011,04,"7,367,631   "
15,Hawaii,2011,04,"1,052,552   "
16,Idaho,2011,04,"1,176,093   "
17,Illinois,2011,04,"9,934,392   "
18,Indiana,2011,04,"4,995,534   "
19,Iowa,2011,04,"2,371,745   "
20,Kansas,2011,04,"2,159,092   "
21,Kentucky,2011,04,"3,366,371   "
22,Louisiana,2011,04,"3,470,644   "
23,Maine,2011,04,"1,078,218   "
24,Maryland,2011,04,"4,544,925   "
25,Massachusetts,2011,04,"5,282,654   "
26,Michigan,2011,04,"7,742,717   "
27,Minnesota,2011,04,"4,143,842   "
28,Mississippi,2011,04,"2,241,900   "
29,Missouri,2011,04,"4,643,025   "
30,Montana,2011,04,"783,336   "
31,Nebraska,2011,04,"1,398,547   "
32,Nevada,2011,04,"2,091,570   "
33,New Hampshire,2011,04,"1,057,107   "
34,New Jersey,2011,04,"6,918,413   "
35,New Mexico,2011,04,"1,579,460   "
36,New York,2011,04,"15,466,947   "
51000,New York city,2011,04,"6,620,429   "
37,North Carolina,2011,04,"7,386,282   "
38,North Dakota,2011,04,"531,037   "
39,Ohio,2011,04,"8,989,910   "
40,Oklahoma,2011,04,"2,861,112   "
41,Oregon,2011,04,"3,057,457   "
42,Pennsylvania,2011,04,"10,107,667   "
44,Rhode Island,2011,04,"842,631   "
45,South Carolina,2011,04,"3,603,415   "
46,South Dakota,2011,04,"622,607   "
47,Tennessee,2011,04,"4,963,116   "
48,Texas,2011,04,"18,900,441   "
49,Utah,2011,04,"1,985,348   "
50,Vermont,2011,04,"509,444   "
51,Virginia,2011,04,"6,231,739   "
53,Washington,2011,04,"5,293,523   "
54,West Virginia,2011,04,"1,484,527   "
55,Wisconsin,2011,04,"4,454,849   "
56,Wyoming,2011,04,"436,124   "
01,Alabama,2011,05,"3,723,098   "
02,Alaska,2011,05,"527,888   "
04,Arizona,2011,05,"4,914,475   "
05,Arkansas,2011,05,"2,250,454   "
06,California,2011,05,"28,957,518   "
037,Los Angeles County,2011,05,"7,738,513   "
08,Colorado,2011,05,"3,916,342   "
09,Connecticut,2011,05,"2,826,751   "
10,Delaware,2011,05,"710,481   "
11,District of Columbia,2011,05,"515,430   "
12,Florida,2011,05,"15,219,206   "
13,Georgia,2011,05,"7,374,541   "
15,Hawaii,2011,05,"1,053,238   "
16,Idaho,2011,05,"1,177,147   "
17,Illinois,2011,05,"9,938,445   "
18,Indiana,2011,05,"4,998,221   "
19,Iowa,2011,05,"2,372,893   "
20,Kansas,2011,05,"2,159,919   "
21,Kentucky,2011,05,"3,367,958   "
22,Louisiana,2011,05,"3,473,356   "
23,Maine,2011,05,"1,078,622   "
24,Maryland,2011,05,"4,549,126   "
25,Massachusetts,2011,05,"5,287,018   "
26,Michigan,2011,05,"7,744,938   "
27,Minnesota,2011,05,"4,146,947   "
28,Mississippi,2011,05,"2,242,599   "
29,Missouri,2011,05,"4,644,817   "
30,Montana,2011,05,"783,831   "
31,Nebraska,2011,05,"1,399,381   "
32,Nevada,2011,05,"2,092,975   "
33,New Hampshire,2011,05,"1,057,516   "
34,New Jersey,2011,05,"6,922,130   "
35,New Mexico,2011,05,"1,580,368   "
36,New York,2011,05,"15,477,494   "
51000,New York city,2011,05,"6,627,117   "
37,North Carolina,2011,05,"7,393,718   "
38,North Dakota,2011,05,"531,729   "
39,Ohio,2011,05,"8,992,121   "
40,Oklahoma,2011,05,"2,862,871   "
41,Oregon,2011,05,"3,060,161   "
42,Pennsylvania,2011,05,"10,111,623   "
44,Rhode Island,2011,05,"842,714   "
45,South Carolina,2011,05,"3,606,185   "
46,South Dakota,2011,05,"623,134   "
47,Tennessee,2011,05,"4,966,382   "
48,Texas,2011,05,"18,929,840   "
49,Utah,2011,05,"1,988,156   "
50,Vermont,2011,05,"509,738   "
51,Virginia,2011,05,"6,237,980   "
53,Washington,2011,05,"5,298,460   "
54,West Virginia,2011,05,"1,484,719   "
55,Wisconsin,2011,05,"4,457,210   "
56,Wyoming,2011,05,"436,344   "
01,Alabama,2011,06,"3,724,624   "
02,Alaska,2011,06,"528,904   "
04,Arizona,2011,06,"4,920,004   "
05,Arkansas,2011,06,"2,251,711   "
06,California,2011,06,"28,989,339   "
037,Los Angeles County,2011,06,"7,745,839   "
08,Colorado,2011,06,"3,921,866   "
09,Connecticut,2011,06,"2,828,349   "
10,Delaware,2011,06,"711,169   "
11,District of Columbia,2011,06,"516,415   "
