FIP,STNAME,YEAR,MO,POP
01,Alabama,1976,01,"2,605,000   "
02,Alaska,1976,01,"232,000   "
04,Arizona,1976,01,"1,621,000   "
05,Arkansas,1976,01,"1,536,000   "
06,California,1976,01,"15,621,000   "
037,Los Angeles County,1976,01,"5,273,000   "
08,Colorado,1976,01,"1,832,000   "
09,Connecticut,1976,01,"2,248,000   "
10,Delaware,1976,01,"417,000   "
11,District of Columbia,1976,01,"520,000   "
12,Florida,1976,01,"6,421,000   "
13,Georgia,1976,01,"3,522,000   "
15,Hawaii,1976,01,"583,000   "
16,Idaho,1976,01,"580,000   "
17,Illinois,1976,01,"8,127,000   "
18,Indiana,1976,01,"3,789,000   "
19,Iowa,1976,01,"2,066,000   "
20,Kansas,1976,01,"1,635,000   "
21,Kentucky,1976,01,"2,459,000   "
22,Louisiana,1976,01,"2,672,000   "
23,Maine,1976,01,"764,000   "
24,Maryland,1976,01,"2,954,000   "
25,Massachusetts,1976,01,"4,194,000   "
26,Michigan,1976,01,"6,417,000   "
27,Minnesota,1976,01,"2,788,000   "
28,Mississippi,1976,01,"1,640,000   "
29,Missouri,1976,01,"3,464,000   "
30,Montana,1976,01,"531,000   "
31,Nebraska,1976,01,"1,095,000   "
32,Nevada,1976,01,"451,000   "
33,New Hampshire,1976,01,"593,000   "
34,New Jersey,1976,01,"5,358,000   "
35,New Mexico,1976,01,"792,000   "
36,New York,1976,01,"13,196,000   "
51000,New York city,1976,01,"5,694,000   "
37,North Carolina,1976,01,"3,898,000   "
38,North Dakota,1976,01,"442,000   "
39,Ohio,1976,01,"7,701,000   "
40,Oklahoma,1976,01,"1,999,000   "
41,Oregon,1976,01,"1,716,000   "
42,Pennsylvania,1976,01,"8,774,000   "
44,Rhode Island,1976,01,"691,000   "
45,South Carolina,1976,01,"1,984,000   "
46,South Dakota,1976,01,"477,000   "
47,Tennessee,1976,01,"3,078,000   "
48,Texas,1976,01,"8,818,000   "
49,Utah,1976,01,"824,000   "
50,Vermont,1976,01,"339,000   "
51,Virginia,1976,01,"3,534,000   "
53,Washington,1976,01,"2,598,000   "
54,West Virginia,1976,01,"1,352,000   "
55,Wisconsin,1976,01,"3,245,000   "
56,Wyoming,1976,01,"270,000   "
01,Alabama,1976,02,"2,610,000   "
02,Alaska,1976,02,"234,000   "
04,Arizona,1976,02,"1,626,000   "
05,Arkansas,1976,02,"1,538,000   "
06,California,1976,02,"15,657,000   "
037,Los Angeles County,1976,02,"5,283,000   "
08,Colorado,1976,02,"1,837,000   "
09,Connecticut,1976,02,"2,251,000   "
10,Delaware,1976,02,"418,000   "
11,District of Columbia,1976,02,"519,000   "
12,Florida,1976,02,"6,437,000   "
13,Georgia,1976,02,"3,528,000   "
15,Hawaii,1976,02,"585,000   "
16,Idaho,1976,02,"582,000   "
17,Illinois,1976,02,"8,136,000   "
18,Indiana,1976,02,"3,793,000   "
19,Iowa,1976,02,"2,069,000   "
20,Kansas,1976,02,"1,637,000   "
21,Kentucky,1976,02,"2,465,000   "
22,Louisiana,1976,02,"2,678,000   "
23,Maine,1976,02,"766,000   "
24,Maryland,1976,02,"2,958,000   "
25,Massachusetts,1976,02,"4,198,000   "
26,Michigan,1976,02,"6,424,000   "
27,Minnesota,1976,02,"2,793,000   "
28,Mississippi,1976,02,"1,644,000   "
29,Missouri,1976,02,"3,469,000   "
30,Montana,1976,02,"532,000   "
31,Nebraska,1976,02,"1,096,000   "
32,Nevada,1976,02,"454,000   "
33,New Hampshire,1976,02,"595,000   "
34,New Jersey,1976,02,"5,363,000   "
35,New Mexico,1976,02,"795,000   "
36,New York,1976,02,"13,202,000   "
51000,New York city,1976,02,"5,692,000   "
37,North Carolina,1976,02,"3,905,000   "
38,North Dakota,1976,02,"443,000   "
39,Ohio,1976,02,"7,706,000   "
40,Oklahoma,1976,02,"2,003,000   "
41,Oregon,1976,02,"1,720,000   "
42,Pennsylvania,1976,02,"8,780,000   "
44,Rhode Island,1976,02,"692,000   "
45,South Carolina,1976,02,"1,988,000   "
46,South Dakota,1976,02,"478,000   "
47,Tennessee,1976,02,"3,084,000   "
48,Texas,1976,02,"8,844,000   "
49,Utah,1976,02,"826,000   "
50,Vermont,1976,02,"340,000   "
51,Virginia,1976,02,"3,543,000   "
53,Washington,1976,02,"2,604,000   "
54,West Virginia,1976,02,"1,355,000   "
55,Wisconsin,1976,02,"3,248,000   "
56,Wyoming,1976,02,"271,000   "
01,Alabama,1976,03,"2,615,000   "
02,Alaska,1976,03,"236,000   "
04,Arizona,1976,03,"1,631,000   "
05,Arkansas,1976,03,"1,539,000   "
06,California,1976,03,"15,694,000   "
037,Los Angeles County,1976,03,"5,292,000   "
08,Colorado,1976,03,"1,841,000   "
09,Connecticut,1976,03,"2,253,000   "
10,Delaware,1976,03,"418,000   "
11,District of Columbia,1976,03,"519,000   "
12,Florida,1976,03,"6,452,000   "
13,Georgia,1976,03,"3,534,000   "
15,Hawaii,1976,03,"586,000   "
16,Idaho,1976,03,"583,000   "
17,Illinois,1976,03,"8,146,000   "
18,Indiana,1976,03,"3,797,000   "
19,Iowa,1976,03,"2,072,000   "
20,Kansas,1976,03,"1,640,000   "
21,Kentucky,1976,03,"2,470,000   "
22,Louisiana,1976,03,"2,685,000   "
23,Maine,1976,03,"767,000   "
24,Maryland,1976,03,"2,962,000   "
25,Massachusetts,1976,03,"4,201,000   "
26,Michigan,1976,03,"6,430,000   "
27,Minnesota,1976,03,"2,797,000   "
28,Mississippi,1976,03,"1,647,000   "
29,Missouri,1976,03,"3,473,000   "
30,Montana,1976,03,"533,000   "
31,Nebraska,1976,03,"1,097,000   "
32,Nevada,1976,03,"456,000   "
33,New Hampshire,1976,03,"596,000   "
34,New Jersey,1976,03,"5,367,000   "
35,New Mexico,1976,03,"798,000   "
36,New York,1976,03,"13,207,000   "
51000,New York city,1976,03,"5,690,000   "
37,North Carolina,1976,03,"3,912,000   "
38,North Dakota,1976,03,"444,000   "
39,Ohio,1976,03,"7,711,000   "
40,Oklahoma,1976,03,"2,007,000   "
41,Oregon,1976,03,"1,724,000   "
42,Pennsylvania,1976,03,"8,786,000   "
44,Rhode Island,1976,03,"693,000   "
45,South Carolina,1976,03,"1,992,000   "
46,South Dakota,1976,03,"478,000   "
47,Tennessee,1976,03,"3,091,000   "
48,Texas,1976,03,"8,870,000   "
49,Utah,1976,03,"828,000   "
50,Vermont,1976,03,"341,000   "
51,Virginia,1976,03,"3,551,000   "
53,Washington,1976,03,"2,611,000   "
54,West Virginia,1976,03,"1,358,000   "
55,Wisconsin,1976,03,"3,252,000   "
56,Wyoming,1976,03,"272,000   "
01,Alabama,1976,04,"2,620,000   "
02,Alaska,1976,04,"237,000   "
04,Arizona,1976,04,"1,636,000   "
05,Arkansas,1976,04,"1,541,000   "
06,California,1976,04,"15,731,000   "
037,Los Angeles County,1976,04,"5,302,000   "
08,Colorado,1976,04,"1,846,000   "
09,Connecticut,1976,04,"2,255,000   "
10,Delaware,1976,04,"419,000   "
11,District of Columbia,1976,04,"518,000   "
12,Florida,1976,04,"6,468,000   "
13,Georgia,1976,04,"3,540,000   "
15,Hawaii,1976,04,"588,000   "
16,Idaho,1976,04,"585,000   "
17,Illinois,1976,04,"8,155,000   "
18,Indiana,1976,04,"3,801,000   "
19,Iowa,1976,04,"2,075,000   "
20,Kansas,1976,04,"1,642,000   "
21,Kentucky,1976,04,"2,475,000   "
22,Louisiana,1976,04,"2,692,000   "
23,Maine,1976,04,"769,000   "
24,Maryland,1976,04,"2,966,000   "
25,Massachusetts,1976,04,"4,204,000   "
26,Michigan,1976,04,"6,436,000   "
27,Minnesota,1976,04,"2,802,000   "
28,Mississippi,1976,04,"1,650,000   "
29,Missouri,1976,04,"3,477,000   "
30,Montana,1976,04,"534,000   "
31,Nebraska,1976,04,"1,098,000   "
32,Nevada,1976,04,"458,000   "
33,New Hampshire,1976,04,"598,000   "
34,New Jersey,1976,04,"5,372,000   "
35,New Mexico,1976,04,"801,000   "
36,New York,1976,04,"13,213,000   "
51000,New York city,1976,04,"5,689,000   "
37,North Carolina,1976,04,"3,919,000   "
38,North Dakota,1976,04,"444,000   "
39,Ohio,1976,04,"7,716,000   "
40,Oklahoma,1976,04,"2,011,000   "
41,Oregon,1976,04,"1,728,000   "
42,Pennsylvania,1976,04,"8,792,000   "
44,Rhode Island,1976,04,"693,000   "
45,South Carolina,1976,04,"1,996,000   "
46,South Dakota,1976,04,"479,000   "
47,Tennessee,1976,04,"3,097,000   "
48,Texas,1976,04,"8,896,000   "
49,Utah,1976,04,"830,000   "
50,Vermont,1976,04,"341,000   "
51,Virginia,1976,04,"3,559,000   "
53,Washington,1976,04,"2,617,000   "
54,West Virginia,1976,04,"1,360,000   "
55,Wisconsin,1976,04,"3,256,000   "
56,Wyoming,1976,04,"273,000   "
01,Alabama,1976,05,"2,626,000   "
02,Alaska,1976,05,"239,000   "
04,Arizona,1976,05,"1,642,000   "
05,Arkansas,1976,05,"1,542,000   "
06,California,1976,05,"15,768,000   "
037,Los Angeles County,1976,05,"5,311,000   "
08,Colorado,1976,05,"1,850,000   "
09,Connecticut,1976,05,"2,257,000   "
10,Delaware,1976,05,"420,000   "
11,District of Columbia,1976,05,"518,000   "
12,Florida,1976,05,"6,483,000   "
13,Georgia,1976,05,"3,547,000   "
15,Hawaii,1976,05,"590,000   "
16,Idaho,1976,05,"587,000   "
17,Illinois,1976,05,"8,164,000   "
18,Indiana,1976,05,"3,806,000   "
19,Iowa,1976,05,"2,078,000   "
20,Kansas,1976,05,"1,644,000   "
21,Kentucky,1976,05,"2,480,000   "
22,Louisiana,1976,05,"2,699,000   "
23,Maine,1976,05,"771,000   "
24,Maryland,1976,05,"2,971,000   "
25,Massachusetts,1976,05,"4,207,000   "
26,Michigan,1976,05,"6,442,000   "
27,Minnesota,1976,05,"2,806,000   "
28,Mississippi,1976,05,"1,653,000   "
29,Missouri,1976,05,"3,481,000   "
30,Montana,1976,05,"535,000   "
31,Nebraska,1976,05,"1,100,000   "
32,Nevada,1976,05,"460,000   "
33,New Hampshire,1976,05,"599,000   "
34,New Jersey,1976,05,"5,376,000   "
35,New Mexico,1976,05,"804,000   "
36,New York,1976,05,"13,219,000   "
51000,New York city,1976,05,"5,687,000   "
37,North Carolina,1976,05,"3,926,000   "
38,North Dakota,1976,05,"445,000   "
39,Ohio,1976,05,"7,721,000   "
40,Oklahoma,1976,05,"2,015,000   "
41,Oregon,1976,05,"1,732,000   "
42,Pennsylvania,1976,05,"8,798,000   "
44,Rhode Island,1976,05,"694,000   "
45,South Carolina,1976,05,"2,001,000   "
46,South Dakota,1976,05,"480,000   "
47,Tennessee,1976,05,"3,103,000   "
48,Texas,1976,05,"8,922,000   "
49,Utah,1976,05,"833,000   "
50,Vermont,1976,05,"342,000   "
51,Virginia,1976,05,"3,567,000   "
53,Washington,1976,05,"2,623,000   "
54,West Virginia,1976,05,"1,363,000   "
55,Wisconsin,1976,05,"3,260,000   "
56,Wyoming,1976,05,"274,000   "
01,Alabama,1976,06,"2,631,000   "
02,Alaska,1976,06,"240,000   "
04,Arizona,1976,06,"1,647,000   "
05,Arkansas,1976,06,"1,544,000   "
06,California,1976,06,"15,804,000   "
037,Los Angeles County,1976,06,"5,321,000   "
08,Colorado,1976,06,"1,855,000   "
09,Connecticut,1976,06,"2,259,000   "
10,Delaware,1976,06,"420,000   "
11,District of Columbia,1976,06,"517,000   "
12,Florida,1976,06,"6,499,000   "
13,Georgia,1976,06,"3,553,000   "
15,Hawaii,1976,06,"591,000   "
16,Idaho,1976,06,"588,000   "
17,Illinois,1976,06,"8,174,000   "
18,Indiana,1976,06,"3,810,000   "
19,Iowa,1976,06,"2,081,000   "
20,Kansas,1976,06,"1,647,000   "
21,Kentucky,1976,06,"2,485,000   "
22,Louisiana,1976,06,"2,705,000   "
23,Maine,1976,06,"772,000   "
24,Maryland,1976,06,"2,975,000   "
25,Massachusetts,1976,06,"4,210,000   "
26,Michigan,1976,06,"6,448,000   "
27,Minnesota,1976,06,"2,811,000   "
28,Mississippi,1976,06,"1,656,000   "
29,Missouri,1976,06,"3,485,000   "
30,Montana,1976,06,"536,000   "
31,Nebraska,1976,06,"1,101,000   "
32,Nevada,1976,06,"462,000   "
33,New Hampshire,1976,06,"601,000   "
34,New Jersey,1976,06,"5,381,000   "
35,New Mexico,1976,06,"807,000   "
36,New York,1976,06,"13,224,000   "
51000,New York city,1976,06,"5,685,000   "
37,North Carolina,1976,06,"3,933,000   "
38,North Dakota,1976,06,"446,000   "
39,Ohio,1976,06,"7,726,000   "
40,Oklahoma,1976,06,"2,019,000   "
41,Oregon,1976,06,"1,736,000   "
42,Pennsylvania,1976,06,"8,804,000   "
44,Rhode Island,1976,06,"695,000   "
45,South Carolina,1976,06,"2,005,000   "
46,South Dakota,1976,06,"480,000   "
47,Tennessee,1976,06,"3,110,000   "
48,Texas,1976,06,"8,948,000   "
49,Utah,1976,06,"835,000   "
50,Vermont,1976,06,"342,000   "
51,Virginia,1976,06,"3,575,000   "
53,Washington,1976,06,"2,630,000   "
54,West Virginia,1976,06,"1,366,000   "
55,Wisconsin,1976,06,"3,263,000   "
56,Wyoming,1976,06,"275,000   "
01,Alabama,1976,07,"2,636,000   "
02,Alaska,1976,07,"242,000   "
04,Arizona,1976,07,"1,652,000   "
05,Arkansas,1976,07,"1,545,000   "
06,California,1976,07,"15,841,000   "
037,Los Angeles County,1976,07,"5,330,000   "
08,Colorado,1976,07,"1,859,000   "
09,Connecticut,1976,07,"2,261,000   "
10,Delaware,1976,07,"421,000   "
11,District of Columbia,1976,07,"517,000   "
12,Florida,1976,07,"6,514,000   "
13,Georgia,1976,07,"3,559,000   "
15,Hawaii,1976,07,"593,000   "
16,Idaho,1976,07,"590,000   "
17,Illinois,1976,07,"8,183,000   "
18,Indiana,1976,07,"3,814,000   "
19,Iowa,1976,07,"2,084,000   "
20,Kansas,1976,07,"1,649,000   "
21,Kentucky,1976,07,"2,490,000   "
22,Louisiana,1976,07,"2,712,000   "
23,Maine,1976,07,"774,000   "
24,Maryland,1976,07,"2,979,000   "
25,Massachusetts,1976,07,"4,213,000   "
26,Michigan,1976,07,"6,454,000   "
27,Minnesota,1976,07,"2,815,000   "
28,Mississippi,1976,07,"1,659,000   "
29,Missouri,1976,07,"3,489,000   "
30,Montana,1976,07,"537,000   "
31,Nebraska,1976,07,"1,102,000   "
32,Nevada,1976,07,"464,000   "
33,New Hampshire,1976,07,"602,000   "
34,New Jersey,1976,07,"5,385,000   "
35,New Mexico,1976,07,"810,000   "
36,New York,1976,07,"13,230,000   "
51000,New York city,1976,07,"5,683,000   "
37,North Carolina,1976,07,"3,940,000   "
38,North Dakota,1976,07,"447,000   "
39,Ohio,1976,07,"7,731,000   "
40,Oklahoma,1976,07,"2,023,000   "
41,Oregon,1976,07,"1,740,000   "
42,Pennsylvania,1976,07,"8,810,000   "
44,Rhode Island,1976,07,"696,000   "
45,South Carolina,1976,07,"2,009,000   "
46,South Dakota,1976,07,"481,000   "
47,Tennessee,1976,07,"3,116,000   "
48,Texas,1976,07,"8,974,000   "
49,Utah,1976,07,"837,000   "
50,Vermont,1976,07,"343,000   "
51,Virginia,1976,07,"3,583,000   "
53,Washington,1976,07,"2,636,000   "
54,West Virginia,1976,07,"1,369,000   "
55,Wisconsin,1976,07,"3,267,000   "
56,Wyoming,1976,07,"276,000   "
01,Alabama,1976,08,"2,641,000   "
02,Alaska,1976,08,"243,000   "
04,Arizona,1976,08,"1,658,000   "
05,Arkansas,1976,08,"1,548,000   "
06,California,1976,08,"15,879,000   "
037,Los Angeles County,1976,08,"5,335,000   "
08,Colorado,1976,08,"1,865,000   "
09,Connecticut,1976,08,"2,263,000   "
10,Delaware,1976,08,"422,000   "
11,District of Columbia,1976,08,"517,000   "
12,Florida,1976,08,"6,532,000   "
13,Georgia,1976,08,"3,567,000   "
15,Hawaii,1976,08,"594,000   "
16,Idaho,1976,08,"592,000   "
17,Illinois,1976,08,"8,192,000   "
18,Indiana,1976,08,"3,819,000   "
19,Iowa,1976,08,"2,086,000   "
20,Kansas,1976,08,"1,651,000   "
21,Kentucky,1976,08,"2,494,000   "
22,Louisiana,1976,08,"2,718,000   "
23,Maine,1976,08,"775,000   "
24,Maryland,1976,08,"2,984,000   "
25,Massachusetts,1976,08,"4,217,000   "
26,Michigan,1976,08,"6,462,000   "
27,Minnesota,1976,08,"2,819,000   "
28,Mississippi,1976,08,"1,662,000   "
29,Missouri,1976,08,"3,493,000   "
30,Montana,1976,08,"538,000   "
31,Nebraska,1976,08,"1,103,000   "
32,Nevada,1976,08,"466,000   "
33,New Hampshire,1976,08,"604,000   "
34,New Jersey,1976,08,"5,389,000   "
35,New Mexico,1976,08,"813,000   "
36,New York,1976,08,"13,231,000   "
51000,New York city,1976,08,"5,677,000   "
37,North Carolina,1976,08,"3,948,000   "
38,North Dakota,1976,08,"448,000   "
39,Ohio,1976,08,"7,738,000   "
40,Oklahoma,1976,08,"2,027,000   "
41,Oregon,1976,08,"1,745,000   "
42,Pennsylvania,1976,08,"8,816,000   "
44,Rhode Island,1976,08,"697,000   "
45,South Carolina,1976,08,"2,014,000   "
46,South Dakota,1976,08,"482,000   "
47,Tennessee,1976,08,"3,122,000   "
48,Texas,1976,08,"8,997,000   "
49,Utah,1976,08,"840,000   "
50,Vermont,1976,08,"344,000   "
51,Virginia,1976,08,"3,590,000   "
53,Washington,1976,08,"2,643,000   "
54,West Virginia,1976,08,"1,371,000   "
55,Wisconsin,1976,08,"3,272,000   "
56,Wyoming,1976,08,"277,000   "
01,Alabama,1976,09,"2,645,000   "
02,Alaska,1976,09,"243,000   "
04,Arizona,1976,09,"1,665,000   "
05,Arkansas,1976,09,"1,552,000   "
06,California,1976,09,"15,916,000   "
037,Los Angeles County,1976,09,"5,341,000   "
08,Colorado,1976,09,"1,870,000   "
09,Connecticut,1976,09,"2,265,000   "
10,Delaware,1976,09,"422,000   "
11,District of Columbia,1976,09,"516,000   "
12,Florida,1976,09,"6,549,000   "
13,Georgia,1976,09,"3,574,000   "
15,Hawaii,1976,09,"596,000   "
16,Idaho,1976,09,"594,000   "
17,Illinois,1976,09,"8,200,000   "
18,Indiana,1976,09,"3,823,000   "
19,Iowa,1976,09,"2,089,000   "
20,Kansas,1976,09,"1,653,000   "
21,Kentucky,1976,09,"2,499,000   "
22,Louisiana,1976,09,"2,723,000   "
23,Maine,1976,09,"777,000   "
24,Maryland,1976,09,"2,988,000   "
25,Massachusetts,1976,09,"4,220,000   "
26,Michigan,1976,09,"6,470,000   "
27,Minnesota,1976,09,"2,823,000   "
28,Mississippi,1976,09,"1,665,000   "
29,Missouri,1976,09,"3,497,000   "
30,Montana,1976,09,"539,000   "
31,Nebraska,1976,09,"1,104,000   "
32,Nevada,1976,09,"469,000   "
33,New Hampshire,1976,09,"606,000   "
34,New Jersey,1976,09,"5,394,000   "
35,New Mexico,1976,09,"815,000   "
36,New York,1976,09,"13,233,000   "
51000,New York city,1976,09,"5,672,000   "
37,North Carolina,1976,09,"3,955,000   "
38,North Dakota,1976,09,"448,000   "
39,Ohio,1976,09,"7,745,000   "
40,Oklahoma,1976,09,"2,030,000   "
41,Oregon,1976,09,"1,751,000   "
42,Pennsylvania,1976,09,"8,822,000   "
44,Rhode Island,1976,09,"698,000   "
45,South Carolina,1976,09,"2,018,000   "
46,South Dakota,1976,09,"482,000   "
47,Tennessee,1976,09,"3,129,000   "
48,Texas,1976,09,"9,021,000   "
49,Utah,1976,09,"842,000   "
50,Vermont,1976,09,"345,000   "
51,Virginia,1976,09,"3,598,000   "
53,Washington,1976,09,"2,650,000   "
54,West Virginia,1976,09,"1,374,000   "
55,Wisconsin,1976,09,"3,276,000   "
56,Wyoming,1976,09,"278,000   "
01,Alabama,1976,10,"2,650,000   "
02,Alaska,1976,10,"244,000   "
04,Arizona,1976,10,"1,671,000   "
05,Arkansas,1976,10,"1,555,000   "
06,California,1976,10,"15,954,000   "
037,Los Angeles County,1976,10,"5,346,000   "
08,Colorado,1976,10,"1,876,000   "
09,Connecticut,1976,10,"2,267,000   "
10,Delaware,1976,10,"423,000   "
11,District of Columbia,1976,10,"516,000   "
12,Florida,1976,10,"6,567,000   "
13,Georgia,1976,10,"3,582,000   "
15,Hawaii,1976,10,"597,000   "
16,Idaho,1976,10,"595,000   "
17,Illinois,1976,10,"8,209,000   "
18,Indiana,1976,10,"3,828,000   "
19,Iowa,1976,10,"2,091,000   "
20,Kansas,1976,10,"1,655,000   "
21,Kentucky,1976,10,"2,503,000   "
22,Louisiana,1976,10,"2,729,000   "
23,Maine,1976,10,"778,000   "
24,Maryland,1976,10,"2,993,000   "
25,Massachusetts,1976,10,"4,224,000   "
26,Michigan,1976,10,"6,477,000   "
27,Minnesota,1976,10,"2,827,000   "
28,Mississippi,1976,10,"1,667,000   "
29,Missouri,1976,10,"3,501,000   "
30,Montana,1976,10,"540,000   "
31,Nebraska,1976,10,"1,105,000   "
32,Nevada,1976,10,"471,000   "
33,New Hampshire,1976,10,"608,000   "
34,New Jersey,1976,10,"5,398,000   "
35,New Mexico,1976,10,"818,000   "
36,New York,1976,10,"13,234,000   "
51000,New York city,1976,10,"5,666,000   "
37,North Carolina,1976,10,"3,963,000   "
38,North Dakota,1976,10,"449,000   "
39,Ohio,1976,10,"7,752,000   "
40,Oklahoma,1976,10,"2,034,000   "
41,Oregon,1976,10,"1,756,000   "
42,Pennsylvania,1976,10,"8,828,000   "
44,Rhode Island,1976,10,"699,000   "
45,South Carolina,1976,10,"2,023,000   "
46,South Dakota,1976,10,"483,000   "
47,Tennessee,1976,10,"3,135,000   "
48,Texas,1976,10,"9,044,000   "
49,Utah,1976,10,"845,000   "
50,Vermont,1976,10,"345,000   "
51,Virginia,1976,10,"3,605,000   "
53,Washington,1976,10,"2,657,000   "
54,West Virginia,1976,10,"1,376,000   "
55,Wisconsin,1976,10,"3,281,000   "
56,Wyoming,1976,10,"279,000   "
01,Alabama,1976,11,"2,654,000   "
02,Alaska,1976,11,"244,000   "
04,Arizona,1976,11,"1,678,000   "
05,Arkansas,1976,11,"1,558,000   "
06,California,1976,11,"15,991,000   "
037,Los Angeles County,1976,11,"5,351,000   "
08,Colorado,1976,11,"1,881,000   "
09,Connecticut,1976,11,"2,270,000   "
10,Delaware,1976,11,"424,000   "
11,District of Columbia,1976,11,"515,000   "
12,Florida,1976,11,"6,584,000   "
13,Georgia,1976,11,"3,590,000   "
15,Hawaii,1976,11,"599,000   "
16,Idaho,1976,11,"597,000   "
17,Illinois,1976,11,"8,218,000   "
18,Indiana,1976,11,"3,833,000   "
19,Iowa,1976,11,"2,093,000   "
20,Kansas,1976,11,"1,658,000   "
21,Kentucky,1976,11,"2,507,000   "
22,Louisiana,1976,11,"2,734,000   "
23,Maine,1976,11,"780,000   "
24,Maryland,1976,11,"2,997,000   "
25,Massachusetts,1976,11,"4,227,000   "
26,Michigan,1976,11,"6,485,000   "
27,Minnesota,1976,11,"2,831,000   "
28,Mississippi,1976,11,"1,670,000   "
29,Missouri,1976,11,"3,505,000   "
30,Montana,1976,11,"542,000   "
31,Nebraska,1976,11,"1,106,000   "
32,Nevada,1976,11,"474,000   "
33,New Hampshire,1976,11,"610,000   "
34,New Jersey,1976,11,"5,403,000   "
35,New Mexico,1976,11,"820,000   "
36,New York,1976,11,"13,235,000   "
51000,New York city,1976,11,"5,660,000   "
37,North Carolina,1976,11,"3,971,000   "
38,North Dakota,1976,11,"449,000   "
39,Ohio,1976,11,"7,759,000   "
40,Oklahoma,1976,11,"2,038,000   "
41,Oregon,1976,11,"1,761,000   "
42,Pennsylvania,1976,11,"8,835,000   "
44,Rhode Island,1976,11,"700,000   "
45,South Carolina,1976,11,"2,027,000   "
46,South Dakota,1976,11,"483,000   "
47,Tennessee,1976,11,"3,142,000   "
48,Texas,1976,11,"9,067,000   "
49,Utah,1976,11,"847,000   "
50,Vermont,1976,11,"346,000   "
51,Virginia,1976,11,"3,612,000   "
53,Washington,1976,11,"2,664,000   "
54,West Virginia,1976,11,"1,378,000   "
55,Wisconsin,1976,11,"3,286,000   "
56,Wyoming,1976,11,"280,000   "
01,Alabama,1976,12,"2,659,000   "
02,Alaska,1976,12,"245,000   "
04,Arizona,1976,12,"1,684,000   "
05,Arkansas,1976,12,"1,561,000   "
06,California,1976,12,"16,029,000   "
037,Los Angeles County,1976,12,"5,356,000   "
08,Colorado,1976,12,"1,887,000   "
09,Connecticut,1976,12,"2,272,000   "
10,Delaware,1976,12,"424,000   "
11,District of Columbia,1976,12,"515,000   "
12,Florida,1976,12,"6,602,000   "
13,Georgia,1976,12,"3,597,000   "
15,Hawaii,1976,12,"600,000   "
16,Idaho,1976,12,"599,000   "
17,Illinois,1976,12,"8,226,000   "
18,Indiana,1976,12,"3,837,000   "
19,Iowa,1976,12,"2,095,000   "
20,Kansas,1976,12,"1,660,000   "
21,Kentucky,1976,12,"2,511,000   "
22,Louisiana,1976,12,"2,740,000   "
23,Maine,1976,12,"781,000   "
24,Maryland,1976,12,"3,002,000   "
25,Massachusetts,1976,12,"4,231,000   "
26,Michigan,1976,12,"6,493,000   "
27,Minnesota,1976,12,"2,835,000   "
28,Mississippi,1976,12,"1,673,000   "
29,Missouri,1976,12,"3,509,000   "
30,Montana,1976,12,"543,000   "
31,Nebraska,1976,12,"1,107,000   "
32,Nevada,1976,12,"476,000   "
33,New Hampshire,1976,12,"612,000   "
34,New Jersey,1976,12,"5,407,000   "
35,New Mexico,1976,12,"823,000   "
36,New York,1976,12,"13,237,000   "
51000,New York city,1976,12,"5,654,000   "
37,North Carolina,1976,12,"3,978,000   "
38,North Dakota,1976,12,"450,000   "
39,Ohio,1976,12,"7,766,000   "
40,Oklahoma,1976,12,"2,041,000   "
41,Oregon,1976,12,"1,766,000   "
42,Pennsylvania,1976,12,"8,841,000   "
44,Rhode Island,1976,12,"701,000   "
45,South Carolina,1976,12,"2,032,000   "
46,South Dakota,1976,12,"484,000   "
47,Tennessee,1976,12,"3,148,000   "
48,Texas,1976,12,"9,091,000   "
49,Utah,1976,12,"850,000   "
50,Vermont,1976,12,"347,000   "
51,Virginia,1976,12,"3,620,000   "
53,Washington,1976,12,"2,671,000   "
54,West Virginia,1976,12,"1,381,000   "
55,Wisconsin,1976,12,"3,290,000   "
56,Wyoming,1976,12,"281,000   "
01,Alabama,1977,01,"2,663,000   "
02,Alaska,1977,01,"245,000   "
04,Arizona,1977,01,"1,690,000   "
05,Arkansas,1977,01,"1,565,000   "
06,California,1977,01,"16,066,000   "
037,Los Angeles County,1977,01,"5,362,000   "
08,Colorado,1977,01,"1,892,000   "
09,Connecticut,1977,01,"2,274,000   "
10,Delaware,1977,01,"425,000   "
11,District of Columbia,1977,01,"515,000   "
12,Florida,1977,01,"6,619,000   "
13,Georgia,1977,01,"3,605,000   "
15,Hawaii,1977,01,"601,000   "
16,Idaho,1977,01,"601,000   "
17,Illinois,1977,01,"8,235,000   "
18,Indiana,1977,01,"3,842,000   "
19,Iowa,1977,01,"2,098,000   "
20,Kansas,1977,01,"1,662,000   "
21,Kentucky,1977,01,"2,516,000   "
22,Louisiana,1977,01,"2,745,000   "
23,Maine,1977,01,"782,000   "
24,Maryland,1977,01,"3,006,000   "
25,Massachusetts,1977,01,"4,234,000   "
26,Michigan,1977,01,"6,501,000   "
27,Minnesota,1977,01,"2,839,000   "
28,Mississippi,1977,01,"1,676,000   "
29,Missouri,1977,01,"3,513,000   "
30,Montana,1977,01,"544,000   "
31,Nebraska,1977,01,"1,108,000   "
32,Nevada,1977,01,"478,000   "
33,New Hampshire,1977,01,"614,000   "
34,New Jersey,1977,01,"5,411,000   "
35,New Mexico,1977,01,"825,000   "
36,New York,1977,01,"13,238,000   "
